114	168	71	85	246	328
486	486	486	486	486	126
103	103	103	103	103	249
50	473	49	127	275	219
328	328	328	328	194	101
137	137	415	133	448	177
116	116	116	116	116	7
378	378	378	378	378	434
106	106	106	106	106	169
307	307	307	307	307	155
421	421	421	421	421	214
153	153	153	153	153	188
58	58	258	347	17	155
491	406	356	468	345	469
84	84	84	367	367	367
222	222	222	222	222	466
335	358	437	335	477	280
149	326	149	40	312	62
469	407	356	23	23	162
117	117	117	117	117	411
433	433	433	433	433	173
357	357	357	357	357	85
51	51	51	51	51	233
74	74	74	62	62	62
140	308	428	20	416	14
287	287	287	287	287	493
146	146	146	192	192	192
346	195	354	474	354	148
470	470	470	470	470	84
217	312	413	413	102	446
481	240	19	307	307	486
282	282	282	282	282	384
66	66	338	338	338	166
120	456	120	25	87	193
392	392	392	392	392	418
96	96	96	96	96	196
409	222	168	54	258	454
456	456	456	456	370	66
213	213	213	213	213	466
300	300	300	308	308	308
485	473	197	280	481	314
279	279	279	165	165	165
363	143	167	330	117	153
448	448	448	448	448	496
482	482	482	482	482	250
357	357	357	357	357	433
488	488	399	399	399	286
173	173	173	173	173	382
232	403	225	317	221	179
115	115	115	115	55	468
221	221	221	221	221	20
193	167	241	137	283	311
98	98	98	98	98	73
346	346	346	238	238	238
292	292	292	292	292	273
76	76	76	76	76	92
204	307	114	129	258	380
395	395	395	395	395	429
179	166	412	38	181	467
56	70	28	256	56	143
395	25	304	395	93	357
405	134	87	91	469	199
403	403	403	403	403	395
21	437	463	110	110	43
34	90	452	168	101	257
355	355	62	62	62	319
171	171	171	171	171	426
391	481	273	481	255	302
435	466	155	466	416	23
299	299	299	299	299	234
186	186	186	186	186	303
56	56	56	56	56	267
164	164	164	164	164	258
487	25	71	123	487	68
316	316	316	316	316	319
28	28	28	28	28	99
142	142	142	142	142	317
60	60	60	60	60	295
91	91	91	91	91	101
72	72	72	72	72	197
85	85	184	184	184	498
153	153	153	153	153	443
469	220	82	5	161	459
446	446	2	2	2	488
372	372	372	372	372	217
467	467	467	467	467	470
283	283	283	333	333	333
18	18	18	18	18	295
339	339	339	339	339	8
271	271	271	146	146	146
4	4	426	426	426	477
237	237	237	237	134	7
404	404	404	404	404	260
39	42	80	255	216	470
52	52	349	349	349	465
144	469	23	152	138	201
66	66	66	66	408	326
62	215	265	127	69	455
98	98	98	98	98	56
355	14	441	32	367	213
146	146	146	146	146	156
202	297	385	132	395	393
48	48	48	209	209	209
80	80	80	80	80	407
47	47	47	47	47	88
3	3	3	3	3	471
62	213	444	444	279	113
82	82	82	26	26	26
84	84	84	84	84	87
244	244	244	244	244	289
51	264	355	14	41	468
130	130	130	88	88	88
12	453	52	453	235	451
54	54	54	54	54	273
13	13	13	13	69	11
120	160	2	383	60	12
15	15	289	289	289	321
154	154	154	154	154	461
12	12	12	96	96	96
272	272	272	272	272	451
10	10	10	418	418	418
12	12	12	12	12	155
340	340	340	340	340	133
128	318	318	252	18	161
312	312	312	312	312	310
258	258	258	258	258	204
49	49	49	49	49	368
459	459	459	492	492	492
148	148	148	148	148	213
472	369	147	472	481	202
184	184	184	184	184	393
439	439	398	398	398	168
54	54	54	54	54	384
300	300	300	300	300	190
439	255	255	209	388	34
368	368	368	368	368	128
492	492	492	492	492	31
500	500	500	500	500	193
339	339	228	228	228	210
411	411	411	473	473	473
116	349	328	361	144	130
37	37	37	441	441	441
462	146	383	462	433	128
123	123	123	227	227	227
240	240	240	240	240	34
134	490	486	330	134	175
78	78	78	78	78	20
101	263	322	355	244	340
164	164	164	164	164	101
30	39	209	79	149	158
403	269	158	270	474	175
45	45	45	143	143	143
361	361	361	361	361	489
354	354	354	354	238	373
482	482	482	482	482	46
406	406	96	96	96	316
107	119	245	25	413	238
200	200	200	200	200	207
151	151	151	151	151	328
58	58	58	58	58	324
154	378	360	417	443	407
139	139	139	139	139	164
151	133	455	100	304	418
189	189	189	189	185	338
16	16	16	16	16	226
306	238	60	306	305	113
20	20	20	86	86	86
304	26	436	407	407	235
99	99	99	99	99	120
67	140	268	330	77	149
60	60	60	60	60	147
50	50	50	50	50	397
116	435	5	426	426	339
103	103	103	103	495	9
89	89	89	89	89	54
23	285	460	151	23	462
245	245	245	245	245	330
143	143	143	143	143	372
145	145	145	145	145	63
287	287	287	287	287	137
486	486	486	486	8	382
340	340	340	340	340	477
30	30	30	30	30	354
499	499	499	499	499	495
167	167	167	167	167	49
133	40	120	489	221	135
342	342	342	342	342	136
279	279	279	279	279	122
332	332	332	456	456	456
170	170	170	170	170	65
134	134	134	134	134	372
177	177	177	177	177	405
491	491	491	491	238	476
355	355	355	355	355	232
238	79	399	289	275	65
134	134	134	134	134	291
334	334	334	334	334	379
245	245	245	245	245	345
304	304	316	316	316	428
279	220	485	401	401	204
105	105	297	297	297	353
457	457	457	457	457	231
178	178	178	178	194	456
191	191	191	191	191	280
313	313	313	313	313	427
9	9	9	9	9	317
386	386	386	386	259	465
455	455	455	455	455	310
332	324	257	332	449	270
255	255	255	255	255	204
241	241	241	241	241	134
156	156	156	134	134	134
361	361	361	361	361	194
103	456	29	170	305	1
262	262	262	491	491	491
279	279	279	153	153	153
407	407	407	407	407	218
119	119	119	119	119	454
273	273	273	273	273	259
148	148	148	148	148	199
262	262	321	321	321	55
176	176	176	371	371	371
165	165	165	165	165	106
430	430	430	430	430	35
428	428	428	428	428	493
449	449	449	449	449	285
414	414	414	414	414	104
359	359	359	359	359	379
192	192	192	192	192	152
202	202	202	202	202	385
225	225	251	251	251	142
389	115	194	57	389	208
452	452	452	452	452	18
198	198	198	198	198	194
449	449	449	449	449	261
11	11	11	11	11	194
70	462	349	116	469	485
392	392	392	392	392	23
200	200	200	200	200	351
312	312	312	312	312	454
307	307	307	184	184	184
405	405	405	405	405	330
425	425	425	425	425	375
136	111	360	357	281	466
397	397	397	397	397	282
117	117	339	339	339	347
341	341	341	341	341	383
396	396	396	396	396	470
319	319	319	319	319	241
466	466	466	215	215	215
38	38	38	38	38	199
161	161	161	327	327	327
97	238	289	469	98	461
22	22	22	22	22	149
469	469	469	469	469	382
163	163	238	238	238	391
348	348	348	348	348	393
100	100	100	100	100	280
227	227	227	335	335	335
58	284	258	377	88	372
17	17	17	59	59	59
117	349	126	454	4	361
495	495	175	175	175	373
235	235	235	230	230	230
248	248	188	188	188	249
211	211	211	211	211	2
484	453	426	236	200	45
438	438	438	438	438	157
241	241	241	241	241	343
120	120	186	186	186	177
394	394	131	131	131	473
255	461	468	420	255	450
265	265	265	265	265	279
116	116	116	116	116	186
426	473	33	473	49	295
73	73	73	73	73	35
334	334	334	334	334	315
355	67	4	104	229	23
194	403	494	239	406	53
130	130	130	130	130	358
467	12	13	358	13	122
84	84	84	355	355	355
347	347	347	340	340	340
457	457	457	457	457	29
95	95	124	124	124	489
416	463	192	102	267	428
142	142	142	269	269	269
348	348	348	166	166	166
368	368	368	368	404	34
194	194	194	194	194	232
344	344	344	344	344	340
371	156	276	371	182	345
135	135	70	70	70	26
352	186	352	271	188	7
162	162	162	162	162	312
349	133	207	94	230	238
319	319	360	360	360	131
405	405	405	405	405	71
70	70	70	70	70	130
224	32	181	342	296	153
116	116	116	116	116	125
172	172	172	172	172	289
245	245	245	279	279	279
253	253	253	253	253	368
27	27	27	27	27	204
60	60	60	60	26	304
140	140	351	351	351	257
167	429	450	450	71	163
318	318	318	318	318	19
15	15	15	15	15	394
196	367	32	32	404	335
392	392	392	392	392	423
243	243	243	243	243	162
245	220	143	278	278	227
330	330	330	330	191	138
294	294	294	294	294	128
457	97	7	461	457	64
388	388	388	388	388	215
487	487	487	487	487	378
395	395	325	325	325	272
73	73	73	73	73	171
446	446	446	446	446	323
70	70	70	70	70	211
374	374	374	374	374	289
269	269	269	269	269	296
161	161	161	161	161	435
223	223	223	223	223	418
55	55	431	431	431	289
398	359	221	392	240	373
123	343	290	325	414	147
435	197	308	231	453	450
70	70	70	32	32	32
289	339	209	139	339	376
241	69	352	62	367	123
293	293	293	293	293	207
46	46	46	46	246	59
56	56	56	56	56	201
223	223	223	223	223	64
313	422	311	287	402	189
192	192	192	192	192	407
223	48	364	76	325	299
14	14	14	14	14	186
369	369	476	476	476	31
358	353	173	398	173	347
371	371	371	371	371	369
242	242	152	152	152	326
355	355	418	317	297	124
335	335	335	335	334	491
69	69	69	69	69	487
409	290	490	65	382	178
204	204	204	204	204	437
108	108	108	21	21	21
325	325	325	325	325	236
436	436	436	436	436	133
396	396	396	396	396	357
362	362	362	362	362	478
39	39	39	39	39	458
11	11	11	11	191	459
463	463	440	440	440	237
53	53	53	53	53	79
265	265	265	265	265	128
279	279	279	279	279	328
467	467	467	467	467	145
205	205	205	205	205	71
274	274	274	274	274	47
6	6	6	6	6	394
362	362	362	362	362	479
143	315	211	450	407	408
30	30	30	30	30	497
412	412	412	412	412	338
309	360	387	152	3	466
316	297	188	318	84	338
57	57	57	364	364	364
311	311	311	311	311	121
336	336	336	27	27	27
83	83	83	307	307	307
490	490	490	214	214	214
296	296	296	296	296	46
26	26	89	89	89	362
399	399	399	399	399	410
237	64	132	262	58	36
20	105	225	386	267	120
176	176	114	114	114	138
470	45	470	128	59	58
351	351	351	331	331	331
309	309	44	44	44	486
296	296	296	296	296	454
283	283	66	66	66	67
250	25	443	4	467	433
476	476	476	476	476	384
455	455	455	455	455	177
463	345	148	427	123	54
308	376	192	437	317	24
198	198	198	198	198	209
87	87	87	87	87	260
375	375	375	87	87	87
258	258	258	258	258	70
114	114	114	114	114	394
488	488	488	215	215	215
107	107	107	107	107	54
72	72	72	72	72	311
168	168	168	167	167	167
290	290	268	268	268	351
202	202	279	279	279	460
431	431	20	135	194	23
454	378	454	243	460	200
446	446	446	446	446	391
39	453	105	39	208	240
458	458	458	337	337	337
171	171	171	171	5	28
461	314	27	20	41	381
287	287	287	287	287	444
64	64	11	95	52	106
355	355	355	355	355	151
462	157	300	364	300	453
306	306	306	306	306	150
384	384	384	384	384	72
346	346	97	97	97	160
323	323	99	99	99	183
401	401	401	401	401	321
71	397	209	168	124	203
171	121	145	105	301	404
393	392	393	382	328	291
462	356	62	252	356	264
179	166	475	166	482	437
294	294	294	294	294	361
167	167	167	112	112	112
217	217	217	159	159	159
34	34	153	153	153	312
395	395	395	395	395	241
233	233	233	233	454	82
470	470	470	470	470	466
384	256	131	131	248	111
417	417	417	417	417	18
386	386	312	265	419	406
69	69	69	69	69	475
310	310	310	310	310	7
56	56	56	56	56	362
251	251	251	251	425	479
299	299	299	299	299	241
49	49	49	49	49	267
352	352	352	352	429	264
229	229	229	229	229	124
189	189	189	189	189	308
90	410	313	157	272	464
